id,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
77936,150,3,36,0.36,1,49
78919,135,4,6,0.1,1,0
79067,350,6,14,0.3,1,156
79782,120,14,76,0.76,6,343
80493,71,2,182,1.81,1,200
80684,349,3,8,0.09,28,60
80700,349,3,7,0.07,28,60
80924,165,30,34,0.51,2,189
81739,249,3,2,0.02,28,60
82549,100,3,66,0.68,2,0
82550,200,3,80,0.85,2,106
82638,169,4,240,2.4,1,276
82928,185,3,46,1.07,1,248
83243,65,2,228,2.27,1,194
83446,130,35,5,0.05,1,135
83722,199,30,8,0.11,1,30
83847,225,2,33,0.33,1,0
84010,179,3,13,0.14,28,81
84059,150,5,5,0.05,1,0
84659,139,1,388,3.88,1,142
84905,95,3,223,2.22,2,60
85094,79,15,11,0.11,5,179
86215,150,2,151,1.51,2,52
89427,650,5,0,,3,365
89621,90,3,218,2.26,4,324
93313,120,2,75,0.76,2,237
94035,80,1,42,1.21,2,365
94209,100,90,0,,1,365
94477,175,2,370,3.74,1,204
94783,120,5,104,1.04,1,272
95747,140,7,13,0.13,1,0
95883,200,5,4,0.07,1,9
96471,165,4,11,0.11,3,365
98330,125,4,1,0.01,3,181
98663,130,30,19,0.19,1,189
99070,65,7,131,1.31,2,0
99085,123,30,15,0.15,1,189
100002,67,2,136,1.37,1,296
100184,50,1,43,0.45,1,88
100186,130,7,98,0.99,1,35
101053,100,3,31,0.31,1,0
102995,212,21,45,0.46,1,35
103161,190,3,124,1.76,1,359
103311,599,3,9,0.09,28,60
103806,249,5,166,1.68,2,365
105469,70,27,13,0.13,1,335
105510,100,30,15,0.16,5,282
106363,60,3,380,3.83,2,247
106647,135,2,86,0.87,1,102
107630,175,3,248,2.53,3,274
107895,120,5,49,0.56,1,201
110739,169,18,54,0.57,1,98
112100,165,7,3,0.03,1,157
112304,90,1,1,0.02,1,0
112359,225,2,56,0.57,1,312
112435,95,2,163,1.66,2,331
113265,55,2,247,2.51,2,275
113945,85,10,116,1.17,1,174
114123,199,14,27,0.28,2,223
114229,211,1,52,0.6,3,361
114969,145,6,39,0.4,1,0
115535,65,14,35,0.35,1,283
115678,99,1,320,3.23,1,220
115748,110,4,30,0.32,1,363
116940,80,3,225,2.27,4,315
117425,150,30,95,0.96,1,281
118061,110,4,70,0.75,1,283
118430,290,2,35,0.36,1,20
118680,87,2,0,,1,0
120362,190,4,50,0.51,1,331
121687,200,2,29,0.31,1,36
121861,165,2,23,0.23,2,7
123784,110,2,142,1.44,2,301
125053,395,2,70,0.73,1,170
125163,99,2,38,0.54,2,307
125594,39,1,82,0.94,2,365
126443,189,2,403,4.1,3,201
126816,85,1,3,0.03,1,0
127387,260,30,3,0.03,1,316
128975,122,1,116,1.18,5,271
131154,165,2,175,1.79,1,139
132516,97,3,28,1.21,3,209
132570,170,4,24,0.25,1,0
132695,125,2,15,0.15,1,0
133025,130,4,105,1.07,1,193
134934,225,10,22,0.38,1,52
135393,50,2,263,2.69,2,136
135465,170,3,86,0.91,2,286
135706,132,4,10,0.1,1,0
136493,250,7,18,0.21,1,18
138216,141,5,8,0.21,1,9
139624,64,20,70,0.73,1,3
140133,249,3,150,1.55,1,277
140425,79,2,115,1.18,1,0
140973,185,2,69,0.71,1,233
141154,120,3,232,2.41,1,221
141335,495,1,35,0.41,1,355
141890,375,3,18,0.21,1,0
141984,175,3,68,0.69,1,277
142069,150,4,22,0.23,1,0
144087,259,8,17,0.17,1,343
144148,96,1,34,0.58,1,0
145064,145,7,8,0.08,1,0
145188,200,4,0,,1,0
145994,95,5,2,0.08,1,0
146754,250,4,52,0.72,1,188
147586,295,2,74,0.76,2,264
148201,175,3,18,0.19,1,0
148259,451,2,72,0.86,1,331
148825,165,2,191,2.18,1,236
149287,250,4,0,,1,0
149777,77,1,197,2.49,1,309
150804,250,4,19,0.2,1,0
151199,129,1,414,4.34,1,245
151478,98,2,8,0.09,4,0
152071,150,2,0,,1,8
152078,95,7,25,0.3,1,359
152259,55,3,119,1.22,5,333
152263,300,2,203,2.14,3,258
152520,42,40,53,0.55,3,236
153405,125,2,104,1.09,1,22
153780,175,3,175,1.8,1,236
154934,75,3,38,0.42,3,365
155296,255,45,39,0.5,1,89
157673,72,31,88,0.91,1,164
158061,165,1,27,0.28,4,311
158176,165,5,117,1.28,1,23
158290,75,3,43,0.44,2,365
158913,130,5,4,0.05,1,0
158955,139,2,385,4,1,222
159749,88,1,64,0.68,3,238
159815,80,1,39,0.41,3,218
159913,150,2,37,1.79,1,0
160609,200,3,10,0.12,1,0
160994,200,2,103,1.08,1,235
161366,42,40,41,0.43,3,246
161394,90,6,3,0.03,1,0
161996,295,3,227,2.33,1,247
162493,450,5,37,0.79,1,15
162508,130,2,29,0.35,1,119
163627,89,3,205,2.31,3,0
163809,198,5,42,0.44,2,234
163814,99,2,280,2.92,3,257
163836,46,4,86,0.89,3,350
164989,140,2,54,0.56,1,221
165080,500,7,7,0.07,1,0
165461,75,5,57,0.59,2,201
165824,33,44,31,0.32,3,161
166006,250,31,188,1.94,1,259
166172,60,3,480,6.7,1,0
166541,75,2,34,0.35,1,222
166983,350,5,6,0.06,1,0
167013,205,9,3,0.04,2,76
167017,219,5,2,0.03,1,0
167222,60,1,20,0.21,6,258
167482,185,2,129,1.33,1,14
168084,190,3,147,1.6,1,27
168123,105,28,101,1.06,1,167
168546,250,2,11,0.12,2,68
168810,175,65,11,0.12,1,358
169002,65,2,41,0.43,2,59
169152,75,2,87,1.09,1,0
169306,37,4,117,1.21,1,232
169464,85,2,86,0.89,2,15
169483,106,7,0,,2,0
170420,79,2,15,0.16,1,0
170761,85,2,35,0.55,2,161
171776,170,2,17,0.18,2,88
172700,115,3,3,0.04,2,337
172870,89,5,43,0.47,2,247
173072,49,3,168,4.6,1,248
173151,91,3,241,2.49,1,287
173742,400,2,105,1.13,1,304
174527,150,2,11,0.46,1,0
174966,2000,30,30,0.33,11,0
176135,97,3,31,0.32,1,193
176653,100,4,49,0.51,2,43
176962,179,4,23,0.24,1,25
177421,500,2,20,0.21,2,127
177495,429,10,18,0.9,1,0
177606,189,6,90,0.95,1,303
179670,120,2,99,1.04,1,345
179741,300,1,6,0.06,3,115
180507,107,30,21,0.22,8,200
180792,95,30,24,0.26,8,271
181972,199,2,111,1.17,1,12
182069,120,2,86,0.91,1,268
182095,199,15,66,0.69,2,89
182177,125,2,271,2.84,2,347
182649,70,2,227,2.4,1,37
185266,75,4,80,1.55,1,0
187488,100,30,5,0.07,1,359
187566,99,2,187,1.97,2,287
187986,250,1,2,0.02,1,0
188146,350,6,1,0.02,1,233
188661,170,3,67,0.7,1,129
188674,165,1,63,0.68,1,0
189135,99,1,89,1,1,353
189181,255,4,1,0.02,1,365
189732,169,3,177,1.86,1,297
189787,99,4,90,0.94,1,56
190267,169,7,39,0.41,1,44
190542,160,3,42,0.44,1,355
190968,215,3,33,0.35,1,156
190974,130,3,179,2.02,1,273
191075,110,3,81,0.85,2,274
193105,150,28,43,0.45,2,258
193333,65,30,52,0.54,1,276
193393,75,2,160,1.68,1,65
193853,149,6,23,0.27,2,0
194154,89,6,35,0.37,1,180
195123,50,1,225,2.35,1,343
195233,43,1,401,6.62,2,43
195240,42,1,72,0.84,2,96
195578,85,1,46,0.97,1,59
195971,139,3,83,1.19,1,255
195989,105,1,211,2.21,2,252
196010,265,5,15,0.16,1,0
197155,149,1,122,1.29,1,20
197753,68,2,295,3.9,2,188
197942,99,3,207,2.18,1,304
199195,75,3,50,0.65,2,38
199312,100,2,273,2.85,1,254
200645,90,1,0,,1,0
200955,160,30,25,0.26,1,46
201992,190,4,105,1.62,1,328
202273,67,4,72,0.76,3,0
203901,190,1,8,0.08,1,0
204065,248,2,58,0.61,6,199
204833,100,6,8,0.09,1,249
204959,95,3,172,1.84,2,64
205043,150,1,330,7.14,1,111
205485,145,3,123,1.29,1,287
205735,41,2,55,0.59,1,286
205867,120,4,87,0.99,1,263
206071,50,3,258,2.7,2,276
206316,157,2,4,0.18,1,0
206772,195,14,31,0.33,1,263
206957,70,4,128,1.34,2,90
208148,185,3,14,0.15,1,0
208889,145,3,30,0.32,3,11
209310,50,28,258,2.9,1,287
211078,185,3,228,2.39,3,1
211974,250,1,60,0.65,1,0
212109,80,90,9,0.2,1,338
212178,230,2,179,1.88,1,44
212544,100,7,9,0.1,1,0
213272,40,1,1,0.37,1,5
213330,200,30,25,0.49,1,0
214917,80,2,2,0.05,1,158
215560,79,3,152,1.6,3,192
215784,95,30,24,0.25,8,358
215907,300,2,45,0.47,3,31
217580,100,30,7,0.08,1,241
218358,80,7,19,0.35,1,285
219066,110,1,24,0.26,1,183
219482,172,4,8,0.09,2,189
219793,199,1,29,0.31,2,162
219818,199,1,14,0.15,2,158
219922,100,1,33,0.38,1,84
220351,55,4,99,1.04,1,260
220563,75,3,59,0.62,3,0
220946,146,3,142,1.5,1,166
221043,250,2,0,,1,0
221097,116,29,22,0.23,1,335
221618,150,3,82,0.87,2,90
222054,120,2,23,0.24,6,342
222304,199,4,32,0.34,1,28
223930,150,5,24,0.25,1,363
224004,69,1,59,0.63,2,86
224006,300,55,6,0.08,2,83
224510,230,4,18,0.21,1,0
225297,125,4,3,0.03,1,0
225306,79,3,115,1.21,3,264
225887,130,3,154,1.63,2,305
225926,239,1,164,1.73,11,356
225976,75,6,76,0.8,1,278
226021,220,3,116,1.23,2,135
227715,80,3,234,2.47,4,308
227735,288,2,120,1.27,1,229
228317,135,4,82,0.87,1,273
228496,225,3,13,0.15,1,83
228517,110,30,59,0.64,1,281
228925,100,7,63,1.87,1,321
228979,130,2,52,0.55,1,303
229367,89,1,278,2.95,3,192
229874,200,5,1,0.01,1,0
230321,80,2,35,0.4,1,36
230854,50,5,235,2.49,2,271
230877,135,28,115,1.21,2,341
230956,90,1,109,1.15,1,333
231414,270,5,1,0.01,1,210
232612,110,3,305,3.24,1,231
232618,145,1,102,1.52,1,308
233189,179,30,83,0.88,1,292
233638,55,1,19,0.25,1,311
233662,110,2,61,0.65,1,264
234184,325,5,89,0.94,1,153
234870,75,30,65,0.74,3,219
235552,300,1,40,0.44,1,0
235651,130,30,80,0.86,2,332
235951,190,30,136,1.45,1,120
235960,200,3,100,1.06,1,191
236671,180,2,125,1.36,3,248
236788,350,5,40,0.5,1,67
236806,160,4,0,,1,0
237127,195,30,139,1.59,4,325
237210,241,30,0,,1,249
239055,300,7,2,0.03,1,0
239733,75,28,49,0.53,1,313
239766,100,5,8,0.11,1,0
239826,399,1,0,,1,12
239883,85,5,124,1.32,1,69
239899,80,21,5,0.12,1,0
240800,55,1,147,1.57,1,293
241140,438,1,43,0.46,11,363
241159,110,6,8,0.33,1,4
241862,200,2,37,0.39,1,257
242532,279,1,120,1.28,11,362
242643,137,1,24,0.29,1,0
243229,280,3,5,0.05,1,365
243708,199,30,242,2.59,1,102
245504,71,4,229,2.45,1,26
245544,42,2,108,1.36,2,302
245574,180,2,181,1.92,1,280
245607,226,5,34,0.39,1,302
246134,85,3,5,0.05,1,281
246351,135,1,5,0.06,1,0
246916,79,4,60,0.64,2,297
246938,154,1,238,2.59,1,246
248865,199,3,34,0.37,28,60
248871,700,3,131,1.4,4,296
249414,246,4,6,0.16,1,0
249618,125,60,4,0.06,1,364
249867,100,1,7,0.08,4,281
250259,295,5,125,3.04,1,0
250311,150,3,0,,1,0
250323,119,1,49,0.58,1,0
250536,125,1,11,0.12,2,365
250537,400,5,0,,2,365
250801,850,3,107,1.15,1,249
251262,129,2,241,2.6,1,303
251277,140,1,176,1.89,1,300
252076,115,4,151,1.63,2,323
252607,200,3,49,0.53,2,0
253332,96,120,13,0.14,1,204
253466,199,3,33,0.47,28,60
253471,199,3,24,0.32,28,84
253475,199,3,59,0.66,28,60
253548,69,1,2,0.04,1,303
253590,185,2,16,0.23,1,261
253623,81,2,72,0.77,1,0
253800,199,3,24,0.26,28,60
253803,199,3,23,0.26,28,60
253806,199,3,43,0.47,28,60
253811,199,3,30,0.32,28,56
253815,199,3,39,0.44,28,84
253828,349,3,8,0.09,28,58
253839,249,3,3,0.03,28,60
253842,299,3,6,0.1,28,60
253846,179,3,4,0.05,28,81
254131,54,5,56,0.66,3,365
254168,599,3,7,0.08,28,60
254409,110,1,2,0.03,1,0
255024,220,2,178,2.69,1,297
255476,89,30,30,0.8,1,91
255601,170,2,190,2.04,1,315
255957,495,7,25,0.27,2,338
256078,80,10,81,0.98,2,40
256328,760,2,7,0.08,1,361
256369,98,4,216,2.31,1,288
257097,125,30,31,0.33,1,218
257568,48,90,53,0.57,2,1
257787,64,3,247,2.65,2,117
258284,154,3,233,2.5,1,0
258397,139,3,135,1.45,1,204
258686,75,4,20,0.23,1,0
258688,325,4,46,0.5,1,20
258690,195,365,10,0.12,1,0
258740,58,1,143,2.83,1,0
258838,250,2,21,0.26,4,333
258876,50,7,0,,4,189
259946,125,2,8,0.09,4,353
260451,70,7,4,0.05,2,0
260765,189,2,314,3.45,2,206
261194,130,3,18,0.25,1,1
261259,145,7,11,0.12,1,0
261344,101,7,51,0.55,1,307
261674,95,5,20,0.33,1,0
261781,375,7,8,0.12,1,0
262343,153,31,59,0.63,1,27
262405,92,4,54,0.62,1,27
262478,80,5,10,0.46,1,348
262583,300,4,153,1.66,4,246
263005,145,3,110,1.2,1,15
263190,88,2,69,0.91,2,0
263232,155,1,1,0.18,1,5
263502,185,180,24,0.26,1,0
263776,73,2,95,1.02,2,0
263888,225,2,129,1.41,1,107
264323,85,7,171,1.84,2,144
265036,99,2,20,0.59,1,98
265064,48,90,17,0.27,2,0
265145,200,5,8,0.09,1,0
265506,485,7,11,0.12,1,0
265831,310,5,5,0.09,1,89
265912,110,4,0,,1,354
266146,109,30,36,0.39,5,286
266155,167,30,16,0.17,5,252
266351,147,15,5,0.12,1,189
266437,220,4,0,,1,0
266449,195,4,68,0.77,1,271
266756,199,28,89,0.99,1,0
267376,65,30,10,1.02,1,0
267435,55,1,38,0.85,1,0
267535,50,2,15,0.17,1,337
267652,60,2,20,0.42,1,347
267708,99,3,25,0.96,2,127
268392,130,2,35,0.42,1,41
268481,290,30,1,0.01,1,0
268868,350,3,64,0.7,1,18
269283,50,3,26,0.33,1,158
269889,96,2,244,2.74,1,270
270139,45,15,21,0.29,3,88
270231,85,2,270,2.95,2,306
270315,34,10,16,0.19,3,216
270345,250,3,24,0.26,1,16
270680,190,1,30,0.33,2,365
270681,75,2,5,0.06,2,365
271083,93,4,115,1.25,1,312
271128,60,5,9,0.19,2,33
271130,65,5,45,0.52,2,0
271694,125,365,19,0.21,1,365
271950,300,3,5,0.08,1,27
271954,150,2,203,2.22,1,300
272026,56,122,20,0.41,1,216
272044,299,3,49,0.53,1,365
272427,60,4,6,0.07,1,303
272706,88,5,7,0.08,1,0
272738,60,2,35,0.38,2,161
273190,1300,5,28,0.31,4,297
273256,200,6,0,,1,0
274062,99,2,54,0.88,1,50
274329,110,3,115,1.75,2,28
274376,135,5,6,0.13,1,317
274743,110,15,1,0.02,1,275
275976,165,3,204,2.31,1,80
276216,127,180,1,0.03,1,365
276317,402,3,89,0.97,1,340
276482,85,6,130,1.42,2,97
277207,75,7,15,0.25,3,365
277370,139,30,52,0.6,1,314
277883,70,6,58,0.63,1,0
278090,50,3,208,2.32,1,339
278145,30,5,3,0.03,1,0
278631,250,30,7,0.08,1,35
278876,64,1,1,0.04,1,0
279093,300,3,2,0.06,1,365
279857,800,4,122,1.37,1,257
279969,100,3,63,0.72,2,5
280315,250,5,26,0.28,1,0
281521,200,27,1,0.01,1,0
281756,140,5,14,0.16,1,0
281851,130,1,107,2.38,1,304
282341,90,30,3,0.05,1,286
282443,90,3,107,1.17,1,0
282514,97,3,29,1.57,1,118
282863,91,6,69,0.76,1,265
282977,125,3,232,2.52,1,303
283072,75,7,0,,1,0
283090,180,7,24,0.26,2,125
283184,300,7,0,,2,354
283272,100,19,5,0.06,2,6
283550,175,3,10,0.23,1,0
284208,65,4,36,0.47,2,80
284855,240,5,94,1.1,1,134
285442,300,6,1,0.01,1,0
285492,385,1,63,0.71,1,364
285716,47,15,5,0.06,1,0
286662,110,3,238,2.6,1,297
286838,75,2,101,1.1,1,0
287397,100,3,21,0.23,3,43
287408,165,2,72,0.82,1,10
287417,300,2,40,0.68,1,0
287421,140,3,103,1.13,1,189
287481,120,6,66,0.72,2,17
287839,175,3,35,0.4,1,289
287845,275,31,121,1.33,1,305
289020,179,8,15,0.19,1,0
289037,189,2,13,0.18,1,0
289288,219,2,129,1.42,1,220
289665,450,20,157,1.71,1,0
289703,249,5,8,0.11,1,0
289958,65,2,5,0.06,1,362
289995,250,4,46,0.52,1,121
290457,139,30,37,0.41,1,153
291524,209,7,14,0.16,1,205
291714,120,5,37,0.45,1,310
291812,70,5,1,0.03,1,0
